,Tweet,Affect Dimension,emojis,Emoji Sentiment,puretext,c_emojis,stweets
2792,now happy won  😡 ,3,😡,-1.0,now happy won   ,😡,now happy won   😡  
2793,i think i tomorrow i aint ready  😥 ,3,😥,-0.5,i think i tomorrow i aint ready   ,😥,i think i tomorrow i aint ready   😥  
2794,boom  😡 ,3,😡,-1.0,boom   ,😡,boom   😡  
2795,sorry i dont know i know  😂  but sadly it wont create account,3,😂,1.0,sorry i dont know i know    but sadly it wont create account,😂,sorry i dont know i know   😂   but sadly it wont create account
2801,mosquito bit ankle morning  😢  walking house,3,😢,-1.0,mosquito bit ankle morning    walking house,😢,mosquito bit ankle morning   😢   walking house
2803,its let hurt  🤗  thats hugging ya bitter ass,3,🤗,0.875,its let hurt    thats hugging ya bitter ass,,its let hurt   🤗   thats hugging ya bitter ass
2804,i hate smell  😠 ,3,😠,-1.0,i hate smell   ,😠,i hate smell   😠  
2812,do fall asleep set alarm lord wakes time anyways  🙌🏻 ,3,🙌 🏻,0.0,do fall asleep set alarm lord wakes time anyways   ,,do fall asleep set alarm lord wakes time anyways   🙌  🏻  
2813,i dont know rain comes talk times  😡 ,3,😡,-0.25,i dont know rain comes talk times   ,😡,i dont know rain comes talk times   😡  
2818,trying i getting told list  😞 ,3,😞,-1.0,trying i getting told list   ,,trying i getting told list   😞  
2824,i mico  😭 ,3,😭,-1.0,i mico   ,😭,i mico   😭  
2830,mad stop making effort goes silent  😂 ,3,😂,1.0,mad stop making effort goes silent   ,😂,mad stop making effort goes silent   😂  
2836,wow person  🙄  nice day clearly ur u lost  😂 ,3,🙄 😂,0.25,wow person    nice day clearly ur u lost   ,😂,wow person   🙄   nice day clearly ur u lost   😂  
2840,i live aggravate morning  😎 ,3,😎,1.0,i live aggravate morning   ,😎,i live aggravate morning   😎  
2843,i lots roller skate new different sizes every single screw  😭 ,3,😭,-1.0,i lots roller skate new different sizes every single screw   ,😭,i lots roller skate new different sizes every single screw   😭  
2851,i cant even breathe still up that chronic  😤 ,3,😤,-1.0,i cant even breathe still up that chronic   ,😤,i cant even breathe still up that chronic   😤  
2852,twitter basically pretty snap chat  🤔 ,3,🤔,0.0,twitter basically pretty snap chat   ,,twitter basically pretty snap chat   🤔  
2859,yea going i work thats ridiculous  😭  super,3,😭,-1.0,yea going i work thats ridiculous    super,😭,yea going i work thats ridiculous   😭   super
2860,getting mad like like  🤣 ,3,🤣,1.0,getting mad like like   ,,getting mad like like   🤣  
2873,watching night smoke tense sound effects lively commentary boring dull  🙈 ,3,🙈,0.0,watching night smoke tense sound effects lively commentary boring dull   ,,watching night smoke tense sound effects lively commentary boring dull   🙈  
2893,you wrong dont fret  😟 ,3,😟,-1.0,you wrong dont fret   ,,you wrong dont fret   😟  
2899,she right burn alive  😡  better burn ur  😠 ,3,😡 😠,-1.0,she right burn alive    better burn ur   ,😡 😠,she right burn alive   😡   better burn ur   😠  
2902,offended poor coffee  😉 ,3,😉,0.5,offended poor coffee   ,😉,offended poor coffee   😉  
2904,logged its gone  😑 ,3,😑,0.0,logged its gone   ,😑,logged its gone   😑  
2905,a woman certain doesnt want what exactly discuss  😠 ,3,😠,-1.0,a woman certain doesnt want what exactly discuss   ,😠,a woman certain doesnt want what exactly discuss   😠  
2909,i hope didnt scare people figure midnight  😂 ,3,😂,1.0,i hope didnt scare people figure midnight   ,😂,i hope didnt scare people figure midnight   😂  
2915,i love seriously thats revenge permanent life sure worth fame  🤔 ,3,🤔,0.0,i love seriously thats revenge permanent life sure worth fame   ,,i love seriously thats revenge permanent life sure worth fame   🤔  
2941,actually  😡 ,3,😡,-1.0,actually   ,😡,actually   😡  
2951,red mad like all star relief pitcher baseman left game  🤷🏻‍♀️ ,3,🤷 🏻 ♀,0.0,red mad like all star relief pitcher baseman left game  ‍️ ,,red mad like all star relief pitcher baseman left game   🤷  🏻 ‍ ♀ ️ 
2953,must bitter people  😂 ,3,😂,1.0,must bitter people   ,😂,must bitter people   😂  
2956,fast furious marathon soon  ✌🏻 ,3,✌ 🏻,0.0,fast furious marathon soon   ,,fast furious marathon soon   ✌  🏻  
2966,thankful mother help watering downside  😣  ouch snap crackle pop rice  😀 ,3,😣 😀,0.0,thankful mother help watering downside    ouch snap crackle pop rice   ,😀,thankful mother help watering downside   😣   ouch snap crackle pop rice   😀  
2970,i didnt we went got local instead  😄 ,3,😄,1.0,i didnt we went got local instead   ,😄,i didnt we went got local instead   😄  
2973,all fake outrage need stop  🤣 ,3,🤣,1.0,all fake outrage need stop   ,,all fake outrage need stop   🤣  
2977,the lack humanity seen today sickening  😠 ,3,😠,-1.0,the lack humanity seen today sickening   ,😠,the lack humanity seen today sickening   😠  
2981, 😡 ,3,😡,-1.0,  ,😡,  😡  
2985,when working shopping prime instead  😦 ,3,😦,-0.5,when working shopping prime instead   ,😦,when working shopping prime instead   😦  
2987,i hate morning shift  😠 ,3,😠,-1.0,i hate morning shift   ,😠,i hate morning shift   😠  
2988,i lost i help desperate  😡 ,3,😡,-1.0,i lost i help desperate   ,😡,i lost i help desperate   😡  
2996,today great start  🙄 ,3,🙄,-0.5,today great start   ,,today great start   🙄  
3001,working video i fix terrible audio crap  🤣 ,3,🤣,1.0,working video i fix terrible audio crap   ,,working video i fix terrible audio crap   🤣  
3006,why i awake i sleep hour  😤 ,3,😤,-1.0,why i awake i sleep hour   ,😤,why i awake i sleep hour   😤  
3011,big sized clothes use bad haircut  😊  real big rage  🍑 ,3,😊 🍑,0.25,big sized clothes use bad haircut    real big rage   ,😊,big sized clothes use bad haircut   😊   real big rage   🍑  
3023,that rap small prepare performance cute crap  😂 ,3,😂,1.0,that rap small prepare performance cute crap   ,😂,that rap small prepare performance cute crap   😂  
3032,yeah id terminate contract i similar problem place i told i business  😠 ,3,😠,-1.0,yeah id terminate contract i similar problem place i told i business   ,😠,yeah id terminate contract i similar problem place i told i business   😠  
3037,blowing  😤 ,3,😤,-1.0,blowing   ,😤,blowing   😤  
3049,why i mad easily  😐 ,3,😐,0.0,why i mad easily   ,😐,why i mad easily   😐  
3054,i try offend bad thats i start getting  😂 ,3,😂,1.0,i try offend bad thats i start getting   ,😂,i try offend bad thats i start getting   😂  
3057,i woke moody gon die today  😠 ,3,😠,-1.0,i woke moody gon die today   ,😠,i woke moody gon die today   😠  
3067,wrong u  😤 ,3,😤,-1.0,wrong u   ,😤,wrong u   😤  
3070,i so one away beating trading card game concede game  🙃 ,3,🙃,0.5,i so one away beating trading card game concede game   ,,i so one away beating trading card game concede game   🙃  
3081,so exhausted i  😭 ,3,😭,-1.0,so exhausted i   ,😭,so exhausted i   😭  
3087,everyday new  😤 ,3,😤,-1.0,everyday new   ,😤,everyday new   😤  
3108,one hour great hour welcome goodyear  😠 ,3,😠,-1.0,one hour great hour welcome goodyear   ,😠,one hour great hour welcome goodyear   😠  
3130,best great watch u big sir tremendous boom boom  😍 ,3,😍,1.0,best great watch u big sir tremendous boom boom   ,😍,best great watch u big sir tremendous boom boom   😍  
3131, 😡  illegal parking  🚗  thread,3,😡 🚗,-0.5,   illegal parking    thread,😡,  😡   illegal parking   🚗   thread
3140,run  😡 ,3,😡,-1.0,run   ,😡,run   😡  
3141,i think i anger  😐 ,3,😐,0.0,i think i anger   ,😐,i think i anger   😐  
3144,low key molly like point prove  😂  insecure,3,😂,1.0,low key molly like point prove    insecure,😂,low key molly like point prove   😂   insecure
3149,i wonder married  😠  men came,3,😠,-1.0,i wonder married    men came,😠,i wonder married   😠   men came
3161,know ranting days dub poorly  😠 ,3,😠,-1.0,know ranting days dub poorly   ,😠,know ranting days dub poorly   😠  
3169,my main concern wife thats stuck strong  😟 ,3,😟,-1.0,my main concern wife thats stuck strong   ,,my main concern wife thats stuck strong   😟  
3180,i know black people but white people it doesnt offend black people  👐 ,3,👐,0.0,i know black people but white people it doesnt offend black people   ,,i know black people but white people it doesnt offend black people   👐  
3184,it wasnt enough  😢 ,3,😢,-1.0,it wasnt enough   ,😢,it wasnt enough   😢  
3193,i wished  😭 ,3,😭,-1.0,i wished   ,😭,i wished   😭  
3198,i thought cried relative death know truth i burst  😂 ,3,😂,1.0,i thought cried relative death know truth i burst   ,😂,i thought cried relative death know truth i burst   😂  
3200,and let depression stage  🙃 ,3,🙃,0.5,and let depression stage   ,,and let depression stage   🙃  
3228,time create ghost filter  👻 ,3,👻,-0.1666666666666666,time create ghost filter   ,,time create ghost filter   👻  
3229,man i hate i aint watch  😤 ,3,😤,-1.0,man i hate i aint watch   ,😤,man i hate i aint watch   😤  
3233,yep shopping so exciting  😠 ,3,😠,-1.0,yep shopping so exciting   ,😠,yep shopping so exciting   😠  
3236,probably choice frankly kind  😲 ,3,😲,0.0,probably choice frankly kind   ,,probably choice frankly kind   😲  
3243,some people irrational  😒 ,3,😒,-0.5,some people irrational   ,,some people irrational   😒  
3252,have occupational place drug test yet dont know heck going just great blah  😡 ,3,😡,-1.0,have occupational place drug test yet dont know heck going just great blah   ,😡,have occupational place drug test yet dont know heck going just great blah   😡  
20203,u havent learned swim  🤔  working buoyant  😞  swimming scary  🤔  u swim  😞 ,1,🤔 😞 🤔 😞,-0.5,u havent learned swim    working buoyant    swimming scary    u swim   ,,u havent learned swim   🤔   working buoyant   😞   swimming scary   🤔   u swim   😞  
20216,i get up and dance bed everyone wake  😯  hyper,1,😯,0.0,i get up and dance bed everyone wake    hyper,,i get up and dance bed everyone wake   😯   hyper
20221,watched great wall hilarious  😆 ,1,😆,1.0,watched great wall hilarious   ,😆,watched great wall hilarious   😆  
20222,i you night  😘  hilarious,1,😘,0.5,i you night    hilarious,😘,i you night   😘   hilarious
20239,aw theres young fox outside grass playful little stretch  🙈  cute  🐺 ,1,🙈 🐺,0.0,aw theres young fox outside grass playful little stretch    cute   ,,aw theres young fox outside grass playful little stretch   🙈   cute   🐺  
20250,attempt happy  🕋 ,1,🕋,0.0,attempt happy   ,,attempt happy   🕋  
20266,thank definitely feeling better today cheer  ☺️ ,1,☺,0.0,thank definitely feeling better today cheer  ️ ,☺,thank definitely feeling better today cheer   ☺ ️ 
20287,you making smile my birthday days  🎉  mind following gift  🎁 ,1,🎉 🎁,0.0,you making smile my birthday days    mind following gift   ,,you making smile my birthday days   🎉   mind following gift   🎁  
20288,will old free time game comes  😂   😂  lively,1,😂 😂,1.0,will old free time game comes       lively,😂 😂,will old free time game comes   😂     😂   lively
20293,why i watching glee week i addicted  🙄  glee gleek,1,🙄,-0.5,why i watching glee week i addicted    glee gleek,,why i watching glee week i addicted   🙄   glee gleek
20301,far cheery liking  ✋🏻 ,1,✋ 🏻,0.0,far cheery liking   ,,far cheery liking   ✋  🏻  
20318,cheer  ☺️ ,1,☺,0.0,cheer  ️ ,☺,cheer   ☺ ️ 
20334,pencil today havent  ✏️ ,1,✏,0.0,pencil today havent  ️ ,,pencil today havent   ✏ ️ 
20341,literally i ago later  😂 ,1,😂,1.0,literally i ago later   ,😂,literally i ago later   😂  
20357,and girl i love perfume theres bout  🎧 ,1,🎧,0.0,and girl i love perfume theres bout   ,,and girl i love perfume theres bout   🎧  
20410,fun person much hilarity usual thank  ❤️ ,1,❤,0.0,fun person much hilarity usual thank  ️ ,❤,fun person much hilarity usual thank   ❤ ️ 
20447,brilliant seeing horse tomorrow cheer  😄 ,1,😄,1.0,brilliant seeing horse tomorrow cheer   ,😄,brilliant seeing horse tomorrow cheer   😄  
20451,happy birthday sweety sweet hope u wonderful day joyful year better u  ♥ ,1,♥,0.0,happy birthday sweety sweet hope u wonderful day joyful year better u   ,♥,happy birthday sweety sweet hope u wonderful day joyful year better u   ♥  
20458,definitely  😂 ,1,😂,1.0,definitely   ,😂,definitely   😂  
20468,smiling thats happy  😂 ,1,😂,1.0,smiling thats happy   ,😂,smiling thats happy   😂  
20470,god voice optimism moment think  ✨ ,1,✨,0.0,god voice optimism moment think   ,,god voice optimism moment think   ✨  
